"SATCO PRODUCTS - NUVO LIGHTING - PRICE FILE AS OF NOVEMBER 3, 2025",,,,,,,,,
ALL ITEMS QUOTED ARE SUBJECT TO A PRICE CHANGE SHOULD IMPORT TARIFFS INCREASE.,,,,,,,,,
ITEM,DESCRIPTION,INN PK,CASE PK,EA $,CASE$,MOQ,Each UPC Code,IMAP$,ITEM-EDI SKU
80-1246,Rapid Start Applications Tall Rotary Locking T8/T12 Used in Troffers and Wrap Fixtures for Retro Fit Kits/Replacements Snap Wing Mounting Made from a,,100,$1.35,$1.25,,045923812460,No IMAP,80/1246
80-1247,Tall Standard Twist-In Used in Strip Fixtures for Rapid Start Applications Slide-On Mounting 20 Gauge Slots Upper and Lower Made from Urea 660W-60,,100,$0.96,$0.91,,045923812477,No IMAP,80/1247
80-1248,Tall Standard Twist-In Externally Shunted Used in Strip Fixtures for Instant Start Ballasts Slide-On Mounting 20 Gauge Slots Upper and 18 Gauge L,,100,$1.30,$1.20,,045923812484,No IMAP,80/1248
80-1249,"Butt-On Mounting T8 or T12 Lampholder; Rapid Start Applications; 1-7/16"" Height; 1-3/8"" Width; 3/8"" Diameter; 660W-600V",,100,$1.10,$0.95,,045923812491,No IMAP,80/1249
80-1250,"Fluorescent Starter Holder; Snap-In Mounting Spring; 1-1/4"" Length; 7/8"" Width; 3/8"" Diameter; 660W-250V",,100,$1.60,$1.45,,045923812507,No IMAP,80/1250
80-1251,"T5 Lampholder w/8"" AWM B/W Solid Leads for Retro Fit and Replacement Tall Right angle Bracket 660W-600V 1 1/4""H x 5/8""W x 3/8""D",,100,$1.60,$1.50,,045923812514,No IMAP,80/1251
80-1252,Shunted for Instant Start Ballast Applications,,100,$1.10,$0.95,,045923812521,No IMAP,80/1252
80-1253,"Rapid Start Applications 1 1/2""H x 1 1/4""W x 3/4""D",,100,$1.10,$0.95,,045923812538,No IMAP,80/1253
80-1254,"Rapid Start Applications, Slide-On Mounting 20 Gauge Slots Upper and Lower",,100,$0.93,$0.83,,045923812545,No IMAP,80/1254
80-1255,Medium Profile Fluorescent Lampholder; T8 And T12; Shunted for Instant Start Ballast Applications; Slide-On Mounting; 660W; 600V,,100,$0.94,$0.84,,045923812552,No IMAP,80/1255
80-1256,Medium Profile Fluorescent Lampholder; T8 And T12; Shunted for Instant Start Ballast Applications; Slide-On Mounting; 660W; 600V,,100,$0.94,$0.84,,045923812569,No IMAP,80/1256
80-1257,Rapid Start Applications,,100,$0.99,$0.94,,045923812576,No IMAP,80/1257
80-1258,"Shunted for Instant Start Ballast Applications 19/16""H x 11/4""W x 3/4""D",,100,$1.15,$1.10,,045923812583,No IMAP,80/1258
80-1263,"Keyless Porcelain Socket With Rim And Double Snap-In Clip; 28"" AWM B/W 150C Leads; CSSNP Screw Shell; Unglazed; 660W; 250V",,200,$3.55,$3.25,,045923812637,No IMAP,80/1263
80-1265,3-Way Turn Knob; Phenolic; Full Uno Thread And Ring; 1/8 IP Cap With Metal Bushing; Less Set Screw; 250W; 250V,,100,$3.25,$3.00,,045923812651,No IMAP,80/1265
80-1266,3 Terminal 2 Circuit Turn Knob; Phenolic; Smooth; 1/8 IP Cap With Metal Bushing; Less Set Screw; 250W; 250V,,100,$3.10,$2.80,,045923812668,No IMAP,80/1266
80-1267,1/4 IP Cap Only; Phenolic; 1/2 Uno Thread; With Metal Bushing; Less Set Screw For Turn Knob And Pull Chain Sockets,,100,$1.25,$1.20,,045923812675,No IMAP,80/1267
80-1268,"Twin Pull Chain Brite Gilt with End Ball; 14"" 18/2 SPT-2 105C Clear Gold Wire 18 AWM 105C 7"" Centers; 1/8 IP Top and 1/8 IP Bottom",,50,$22.75,$22.05,,045923812682,No IMAP,80/1268
80-1269,"Twin Pull Chain Brite Gilt with End Ball; 14"" 18/2 SPT-2 105C Clear Silver Wire 18 AWM 105C 7"" Centers; 1/8 IP Top and 1/8 IP Bottom",,50,$22.75,$22.05,,045923812699,No IMAP,80/1269
80-1270,"Twin Pull Chain Brite Gilt with End Ball; 14"" 18/2 SPT-2 105C Clear Silver Wire 18 AWM 105C 7"" Centers; 1/8 IP Top and 1/8 IP Bottom",,50,$22.75,$22.05,,045923812705,No IMAP,80/1270
80-1271,"Twin Keyless Steel ""S"" Cluster; 14"" 18/2 SPT-2 105C Clear Silver Wire; 7"" Centers; 1/8 IP Top and 1/8 IP Bottom; 660W; 250V",,50,$21.05,$20.35,,045923812712,No IMAP,80/1271
80-1272,"Twin Keyless Steel ""S"" Cluster; 14"" 18/2 SPT-2 105C Clear Silver Wire; 7"" Centers; 1/8 IP Top and 1/8 IP Bottom; 660W; 250V",,50,$21.05,$20.35,,045923812729,No IMAP,80/1272
80-1274,Candelabra Base Phenolic Sockets with Spring Clip,,250,$1.30,$1.20,,045923812743,No IMAP,80/1274
80-1275,"Candelabra Base Phenolic Socket with Spring Clip; 3/4"" Diameter; 1"" Hole Size; 14"" AWM B/W Leads 105C; 75W; 125V",,250,$1.40,$1.30,,045923812750,No IMAP,80/1275
80-1278,"Keyless Porcelain Socket With 1/8 IP Cap; 30"" AWM B/W 105C; CSSNP Screw Shell; Glazed; 660W; 250V",,200,$3.75,$3.45,,045923812781,No IMAP,80/1278
80-1282,"Steel Check Ring; Straight Edge; 1/8 IP Slip; Unfinished; 4"" Diameter",,1000,$1.50,$1.35,,045923812828,No IMAP,80/1282
80-1287,3 Piece Solid Brass Cap With Paper Liner; Polished Brass Finish; 1/8 IP; With Set Screw,,100,$2.30,$2.15,,045923812873,No IMAP,80/1287
80-1288,3 Piece Solid Brass Cap With Paper Liner; Polished Nickel Finish; 1/8 IP; With Set Screw,50,100,$2.30,$2.15,,045923812880,No IMAP,80/1288
80-1289,3 Piece Solid Brass Cap With Paper Liner; Polished Brass Finish; 1/4 IP; With Set Screw,,100,$2.80,$2.65,,045923812897,No IMAP,80/1289
80-1290,3 Piece Solid Brass Cap With Paper Liner; Polished Nickel Finish; 1/4 IP; With Set Screw,,100,$2.80,$2.70,,045923812903,No IMAP,80/1290
80-1291,On-Off Pull Chain Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; Uno Thread,,100,$16.70,$16.15,,045923812910,No IMAP,80/1291
80-1292,On-Off Pull Chain Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; Uno Thread,,100,$16.90,$16.35,,045923812927,No IMAP,80/1292
80-1293,Full Range Table Lamp Dimmer Switch Paper Housing 300W Dimmer,,100,$7.20,$6.55,,045923812934,No IMAP,80/1293
80-1294,"Push-In Terminal; No Paper Liner; 1-5/8"" Height; Full Threaded; Single Leg; 1/8 IP; Inside Extrusion; 3/4"" Diameter; 75W; 125V",,200,$1.30,$1.15,,045923812941,No IMAP,80/1294
80-1300,Phenolic Candelabra Sockets with Leads,,250,$2.25,$2.10,,045923813009,No IMAP,80/1300
80-1301,Phenolic Candelabra Sockets with Leads,,250,$2.50,$2.25,,045923813016,No IMAP,80/1301
80-1302,"Phenolic Candelabra Base Socket With Wire Leads; 3/4"" Diameter; 3"" Flange; 40"" Leads 105C; 75W; 125V",,250,$2.50,$2.25,,045923813023,No IMAP,80/1302
80-1303,"Push-in Terminal; No Paper Liner; 2"" Height; Full Threaded; Single Leg; 1/8 IP; Inside Extrusion; 3/4"" Diameter; 75W; 125V",,500,$1.40,$1.25,,045923813030,No IMAP,80/1303
80-1304,"Push-in Terminal; No Paper Liner; 3"" Height; Full Threaded; Single Leg; 1/8 IP; Inside Extrusion; 3/4"" Diameter; 75W; 125V",,500,$1.50,$1.35,,045923813047,No IMAP,80/1304
80-1305,"Push-in Terminal; No Paper Liner; 4"" Height; Full Threaded; Single Leg; 1/8 IP; Inside Extrusion; 3/4"" Diameter; 75W; 125V",,500,$1.65,$1.55,,045923813054,No IMAP,80/1305
80-1306,Fiber Insulator Only; For 80/1214,,1000,$0.19,$0.17,,045923813061,No IMAP,80/1306
80-1307,3-Way Keyless Porcelain Mogul Socket With Metal 1/4 IPS Cap w/ SS; 3-Screw Terminal; CSSNP Screw Shell; Glazed; 1500W; 600V,,50,$9.05,$8.70,,045923813078,No IMAP,80/1307
80-1311,"Candelabra European Style Socket, 1"" Diameter; 1-3/4"" Height; Ring 1-3/4""; 3 Piece; Smooth; 1/8 IP Screw Terminals; 75W; 125V",,250,$2.05,$1.90,,045923813115,No IMAP,80/1311
80-1312,"Push-in Terminal; No Paper Liner; 2"" Height; Flange Type; Single Leg; 1/8 IP; Inside Extrusion; 3/4"" Diameter; 75W; 125V",,250,$0.85,$0.77,,045923813122,No IMAP,80/1312
80-1313,"Keyless Porcelain Socket With 1/8 IPS Cap; 9"" AWM B/W 150C; CSSNP Screw Shell; Glazed; 660W; 250V",,100,$3.15,$2.85,,045923813139,No IMAP,80/1313
80-1314,"Twin Porcelain Socket With Flange Bushing Cap; 1/8 IPS; 9"" AWM B/W 150C; CSSNP Screw Shell; Glazed; 660W; 250V",,100,$7.75,$7.10,,045923813146,No IMAP,80/1314
80-1315,"Keyless Porcelain Socket With 1/8 IPS Cap; 24"" AWM B/W 150C; CSSNP Screw Shell; Glazed; 660W; 250V",,200,$3.40,$3.15,,045923813153,No IMAP,80/1315
80-1316,"Keyless Porcelain Socket With 1/8 IPS Cap; 36"" AWM B/W 150C; CSSNP Screw Shell; Glazed; 660W; 250V",,200,$4.00,$3.70,,045923813160,No IMAP,80/1316
80-1317,"Keyless Porcelain Socket With 1/8 IPS - 3/8"" Hickey; 72"" 18/2 SPT-1 105C Gold W/ Grid; CSSNP Screw Shell; Glazed; 660W; 250V",10,100,$5.75,$5.45,,045923813177,No IMAP,80/1317
80-1318,Keyless 3 Terminal Grounded Porcelain Socket With Metal Cap; 1/4 IPS Metal Cap; CSSNP Screw Shell; Glazed; 660W; 250V,,200,$4.60,$4.25,,045923813184,No IMAP,80/1318
80-1319,3 Way (2 Circuit) Turn Knob Socket w/Matching Finish Removable Knob,,100,$14.15,$13.90,,045923813191,No IMAP,80/1319
80-1320,150W Full Range Turn Knob Dimmer Socket With Removable Knob; 1/8 IPS; 4 Piece Stamped Solid Brass; Unfinished; 150W; 120V,,100,$21.25,$19.90,,045923813207,No IMAP,80/1320
80-1321,On-Off Turn Knob Socket With Matching Finish Removable Knob; 1/8 IPS; 4 Piece Stamped Solid Brass; Unfinished; 250W; 250V,,100,$13.70,$13.40,,045923813214,No IMAP,80/1321
80-1326,"Phenolic Bottom Turn Knob With Removable Husk; 1/8 IP Screw Terminals; 2"" Height; 1-1/2"" Diameter; 3/8"" Bushing; 660W; 250V",,250,$3.60,$3.35,,045923813269,No IMAP,80/1326
80-1327,"Phenolic Candelabra Base Socket With Paper Liner; 4"" Height",,250,$1.90,$1.80,,045923813276,No IMAP,80/1327
80-1328,Keyless Porcelain Socket w/Snap-in Clip,,200,$2.60,$2.30,,045923813283,No IMAP,80/1328
80-1329,Porcelain socket; Medium base; Side outlet; 36 in. leads,,100,$5.65,$5.30,,045923813290,No IMAP,80/1329
80-1330,"Keyless Porcelain Socket With Side Mount Bushing; 1/8 IPS Cap; 9"" AWM BMW 150C Leads; CSSNP Screw Shell; Glazed; 660W; 250V",,100,$4.50,$4.25,,045923813306,No IMAP,80/1330
80-1337,"Keyless Socket With Paper Liner; 3"" Screw Terminals; 1/8 IP; 660W; 250V",,250,$2.90,$2.65,,045923813375,No IMAP,80/1337
80-1347,Phenolic Candelabra Sockets with Paper Liner,,250,$1.85,$1.70,,045923813474,No IMAP,80/1347
80-1349,On-Off Turn Knob Socket w/Removable Knob,,250,$6.35,$6.00,,045923813498,No IMAP,80/1349
80-1350,3 Piece Solid Brass Cap With Paper Liner; Polished Nickel Finish; 1/8 IP Less Set Screw,,100,$2.25,$2.10,,045923813504,No IMAP,80/1350
80-1351,Solid Brass Shell for Pull Chain and Turn Knob Sockets with Paper Liner; Polished Nickel Finish,,500,$2.30,$2.15,,045923813511,No IMAP,80/1351
80-1352,Solid Brass Knob; 4/36 Mandrel; Polished Nickel,,500,$1.85,$1.70,,045923813528,No IMAP,80/1352
80-1353,Solid Brass Knob; 4/36 Mandrel; Polished Brass,,500,$1.85,$1.70,,045923813535,No IMAP,80/1353
80-1355,"On-Off Lighted Push Switch; 3/8"" Plastic Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$3.45,$3.20,,045923813559,No IMAP,80/1355
80-1356,"On-Off Lighted Push Switch; 3/8"" Plastic Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$3.45,$3.20,,045923813566,No IMAP,80/1356
80-1357,"3-Way Lighted Push Switch, Plastic Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813573,No IMAP,80/1357
80-1358,"3-Way Lighted Push Switch, Plastic Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813580,No IMAP,80/1358
80-1359,"On-Off Lighted Rotary Switch; 3/8"" Plastic Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$3.45,$3.20,,045923813597,No IMAP,80/1359
80-1360,"On-Off Lighted Rotary Switch; 3/8"" Plastic Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$3.45,$3.20,,045923813603,No IMAP,80/1360
80-1361,"3-Way Lighted Rotary Switch, Plastic Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813610,No IMAP,80/1361
80-1362,"3-Way Lighted Rotary Switch, Plastic Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813627,No IMAP,80/1362
80-1363,"On-Off Metal Rotary Switch; 1-1/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$3.50,$3.25,,045923813634,No IMAP,80/1363
80-1364,"On-Off Metal Rotary Switch; 1-1/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$3.55,$3.30,,045923813641,No IMAP,80/1364
80-1365,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.35,$4.10,,045923813658,No IMAP,80/1365
80-1366,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.15,$3.90,,045923813665,No IMAP,80/1366
80-1367,"On-Off Metal Push Switch; 1-1/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$4.15,$3.85,,045923813672,No IMAP,80/1367
80-1368,"On-Off Metal Push Switch; 1-1/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$3.95,$3.70,,045923813689,No IMAP,80/1368
80-1369,"3-Way Metal Push Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813696,No IMAP,80/1369
80-1370,"3-Way Metal Push Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923813702,No IMAP,80/1370
80-1371,"Hi-Low Metal Round Rocker Switch w/Diode 2 Circuit, Rated: 6A-250V, 10A-125V",,100,$3.00,$2.75,,045923813719,No IMAP,80/1371
80-1373,Short Keyless Socket With Side Outlet; 1/8 IPS; Aluminum; Nickel Finish; 660W; 250V,,250,$2.80,$2.55,,045923813733,No IMAP,80/1373
80-1376,"Keyless Porcelain Mogul Socket, Mounting Screws Held Captive, 2 Wireways, 1/2"" Strip Leads",,50,$8.35,$8.05,,045923813764,No IMAP,80/1376
80-1377,"Keyless Porcelain Mogul Socket; 2 Mounting Screws Held Captive; 2 Wireways; CSSNP 2 #8/32 Screws 2-5/8"" Screw Shell Height",,50,$10.40,$9.65,,045923813771,No IMAP,80/1377
80-1378,Keyless Porcelain Mogul Socket With Metal 1/4 IPS With SS Cap; With Wireway; CSSNP Screw Shell; Glazed; 1500W; 600V,,50,$8.75,$8.40,,045923813788,No IMAP,80/1378
80-1379,"Phenolic Twin Cluster; Snap-On Top; 2-3/8"" Bracket + Snap; 1-3/4"" 1/8 IP Threaded Bottom Bracket With 5/8"" Nipple; 660W; 250V",,100,$3.00,$2.75,,045923813795,No IMAP,80/1379
80-1380,"1 3/4"" 1/8 IP Threaded Bottom Bracket with 1/2"" Nipple",,100,$3.60,$3.35,,045923813801,No IMAP,80/1380
80-1381,"Step-on-Button On/Off Push Switch Rated: 2A-125V, 1A-125V, 1A-250V",,50,$14.90,$13.65,,045923813818,No IMAP,80/1381
80-1389,"Uno Ring; 1-5/16"" Inner Diameter; 2-1/8"" Outer Diameter",,100,$0.44,$0.41,,045923813894,No IMAP,80/1389
80-1398,Phenolic Candelabra Sockets with Leads,,200,$2.80,$2.55,,045923813986,No IMAP,80/1398
80-1408,"3 Wire, 2 Pole Snap-In Convenience Outlet, Opening Size: 1'' x 1'' x 1'' Rated: 15A-125V",,500,$2.15,$2.00,,045923814082,No IMAP,80/1408
80-1409,"On-Off Metal Push Switch; 1-1/2"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$4.40,$4.15,,045923814099,No IMAP,80/1409
80-1410,"On-Off Metal Push Switch; 1-1/2"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$4.40,$4.15,,045923814105,No IMAP,80/1410
80-1411,"3-Way Metal Push Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.95,$4.70,,045923814112,No IMAP,80/1411
80-1412,"3-Way Metal Push Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.90,$4.65,,045923814129,No IMAP,80/1412
80-1413,"On-Off Metal Rotary Switch; 1-1/2"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Brass Finish",,250,$4.15,$3.85,,045923814136,No IMAP,80/1413
80-1414,"On-Off Metal Rotary Switch, 1-1/2"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; 6"" Leads; Nickel Finish",,250,$4.30,$4.05,,045923814143,No IMAP,80/1414
80-1415,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923814150,No IMAP,80/1415
80-1416,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$4.65,$4.40,,045923814167,No IMAP,80/1416
80-1419,Aluminum Caps With Paper Liner; 1/8 IPS Sideout Hole; Less Set Screw; Brite Gilt Finish,100,1000,$1.00,$0.96,,045923814198,No IMAP,80/1419
80-1428,3 Terminal (2 Circuit) Turn Knob Socket w/Removable Knob,,250,$6.80,$6.50,,045923814280,No IMAP,80/1428
80-1429,3 Terminal (2 Circuit) Turn Knob Socket w/Removable Knob,,250,$6.90,$6.60,,045923814297,No IMAP,80/1429
80-1430,3 Terminal (2 Circuit) Turn Knob Socket w/Matching Finish Removable Knob,,100,$14.85,$14.55,,045923814303,No IMAP,80/1430
80-1431,3 Terminal (2 Circuit) Turn Knob Socket w/Matching Finish Removable Knob,,100,$14.85,$14.55,,045923814310,No IMAP,80/1431
80-1432,On-Off Push Thru Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,,100,$13.85,$13.55,,045923814327,No IMAP,80/1432
80-1433,On-Off Push Thru Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,100,$13.90,$13.55,,045923814334,No IMAP,80/1433
80-1434,Short Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Unfinished; 660W; 250V,,100,$12.90,$12.60,,045923814341,No IMAP,80/1434
80-1435,Aluminum Cap With Paper Liner; 1/8 IPS Sideout Hole; Less Set Screw; Nickel Finish,100,500,$1.00,$0.95,,045923814358,No IMAP,80/1435
80-1436,Aluminum Cap With Paper Liner; 1/4 IP With Set Screw; Brite Gilt Finish,100,100,$1.10,$1.00,,045923814365,No IMAP,80/1436
80-1437,Aluminum Cap With Paper Liner; 1/4 IP Less Set Screw; Nickel Finish,100,100,$0.99,$0.93,,045923814372,No IMAP,80/1437
80-1438,3 Piece Solid Brass Cap With Paper Liner; 1/8 IP Less Set Screw; Polished Brass Finish,100,100,$2.20,$2.10,,045923814389,No IMAP,80/1438
80-1439,Aluminum Shell With Paper Liner; Push Thru; Nickel Finish,,100,$0.87,$0.79,,045923814396,No IMAP,80/1439
80-1440,Aluminum Shell With Paper Liner; Pull Chain/Turn Knob; Nickel Finish,,100,$0.89,$0.81,,045923814402,No IMAP,80/1440
80-1441,Aluminum Shell With Paper Liner; Short Keyless; Nickel Finish,,100,$0.87,$0.79,,045923814419,No IMAP,80/1441
80-1442,Solid Brass Shell for Pull Chain and Turn Knob Sockets with Paper Liner; Polished Brass Finish,100,100,$2.30,$2.15,,045923814426,No IMAP,80/1442
80-1445,"Keyless Porcelain Socket With Side Mount Bushing; 12"" AWM B/W 105C Leads; 1/8 IPS; CSSNP Screw Shell; Glazed; 660W; 250V",,200,$4.60,$4.35,,045923814457,No IMAP,80/1445
80-1446,Standard Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,9,250,$6.40,$6.05,,045923814464,No IMAP,80/1446
80-1447,Standard Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,250,$6.35,$6.00,,045923814471,No IMAP,80/1447
80-1449,Mogul lamp socket; Porclean; Glazed finish; 1/4 Cap with 20in. leads,,50,$13.05,$12.05,,045923814495,No IMAP,80/1449
80-1450,"Stamped Solid Brass Uno Ring; Polished Brass Finish; 1-1/4"" Inner Diameter; 1-1/2"" Outer Diameter",100,100,$3.65,$3.30,,045923814501,No IMAP,80/1450
80-1451,"Stamped Solid Brass Uno Ring; Polished Nickel Finish; 1-1/4"" Inner Diameter; 1-1/2"" Outer Diameter",100,100,$3.65,$3.30,,045923814518,No IMAP,80/1451
80-1453,3-Way (2 Circuit) Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Nickel Finish; 250W; 250V; Push-In Terminal,,500,$2.80,$2.55,,045923814532,No IMAP,80/1453
80-1454,"Drip Paper Candle Cover; Ivory Finish; 13/16"" Inside Diameter; 7/8"" Outside Diameter; 4"" Height",,250,$2.15,$1.95,,045923814549,No IMAP,80/1454
80-1455,"Ivory Drip Paper Candle Cover; 13/16"" Inside Diameter; 7/8"" Outside Diameter; 6"" Height",,250,$2.35,$2.25,,045923814556,No IMAP,80/1455
80-1456,"Drip Paper Candle Cover; Ivory Finish; 1-3/16"" Inside Diameter; 1-1/4"" Outside Diameter; 4"" Height",,250,$2.35,$2.25,,045923814563,No IMAP,80/1456
80-1457,"Drip Paper Candle Cover; Ivory Finish; 1-3/16"" Inside Diameter; 1-1/4"" Outside Diameter; 6"" Height",50,250,$2.70,$2.55,,045923814570,No IMAP,80/1457
80-1458,"Drip Paper Candle Cover; Ivory Finish; 1-3/16"" Inside Diameter; 1-1/4"" Outside Diameter; 8"" Height",50,250,$3.00,$2.85,,045923814587,No IMAP,80/1458
80-1462,Hi-Low Turn Knob Socket For Standard A Type Household Bulb,,100,$7.35,$7.00,,045923814624,No IMAP,80/1462
80-1463,Hi-Low Turn Knob Socket For Standard A Type Household Bulb,,100,$7.40,$7.05,,045923814631,No IMAP,80/1463
80-1466,"Step-On-Button On/Off Push Switch; 2A-125V, 1A-125V, 1A-250V Rating; (Terminal) Length; No Wire; White Finish",,100,$4.55,$4.15,,045923814662,No IMAP,80/1466
80-1467,3 Piece Solid Brass Shell With Paper Liner; Push Thru; Polished Brass Finish,100,100,$2.30,$2.15,,045923814679,No IMAP,80/1467
80-1468,3 Piece Solid Brass Shell With Paper Liner; Push Thru; Polished Nickel Finish,100,100,$2.30,$2.15,,045923814686,No IMAP,80/1468
80-1471,3 Piece Solid Brass Shell With Paper Liner; Short Keyless; Polished Brass Finish,,100,$2.25,$2.10,,045923814716,No IMAP,80/1471
80-1472,3 Piece Solid Brass Shell With Paper Liner; Short Keyless; Polished Nickel Finish,100,100,$2.25,$2.10,,045923814723,No IMAP,80/1472
80-1473,"Phenolic Threaded Candelabra Socket With Leads / Rings; 1-1/4"" With Shoulder and Phenolic Ring; 24"" 18/2 Leads; 75W; 125V",,200,$1.85,$1.70,,045923814730,No IMAP,80/1473
80-1474,"3-Light Phenolic Threaded Candelabra Harness Set; 1-1/4"" With Shoulder and Phenolic Ring; 6"" Centers 18"" Tail; 75W; 125V",,200,$4.20,$3.95,,045923814747,No IMAP,80/1474
80-1475,Interior Mechanism With Screw Terminals; 3-Way Keyless; 660W; 250V,,100,$1.60,$1.50,,045923814754,No IMAP,80/1475
80-1476,Interior Mechanism With Screw Terminals; Hi-Low Turn Knob; 250W; 250V,,100,$2.95,$2.85,,045923814761,No IMAP,80/1476
80-1477,Interior Mechanism With Screw Terminals; 150W Full Range Dimmer With Ivory Knob And Paper Liner; 150W; 120V,100,100,$8.40,$7.75,,045923814778,No IMAP,80/1477
80-1481,"Full Range Lamp Cord; Rotary Dimmer Switch; Brown Finish; 3"" x 1-1/4""; Phenolic; For 18GA SPT-1 or SPT-2 Wire; 200W; 120V",,50,$29.10,$26.20,,045923814815,No IMAP,80/1481
80-1482,"Full Range Lamp Cord; Rotary Dimmer Switch; Ivory Finish; 3"" x 1-1/4""; Phenolic; For 18GA SPT-1 or SPT-2 Wire; 200W; 120V",,50,$29.10,$26.20,,045923814822,No IMAP,80/1482
